,title,price,mileage,year,location
3819,HONDA BEAT FI CW + SPORTY,"Rp 14,000,000",30K+ KM,2018,Pandaan
3820,ALL NEW X-RIDE 125,"Rp 12,500,000",30K+ KM,2018,Babakan Ciparay
3821,YAMAHA MIO S,"Rp 13,200,000",30K+ KM,2018,Labuhan Deli
3822,HONDA NEW REVO FI CW,"Rp 11,200,000",30K+ KM,2016,Labuhan Deli
3823,HONDA BEAT CW FI,"Rp 13,800,000",30K+ KM,2017,Labuhan Deli
3824,YAMAHA AEROX 155 VVA-S,"Rp 21,500,000",10 - 30K KM,2018,Sungai Pinyuh
3825,HONDA CBR 150 R,"Rp 27,350,000",30K+ KM,2019,Margahayu Selatan
3826,HONDA BEAT,"Rp 13,000,000",30K+ KM,2016,Kampung Tengah
3827,YAMAHA JUPITER Z1,"Rp 11,500,000",30K+ KM,2018,Kampung Tengah
3828,YAMAHA R15 CUSTOM,"Rp 26,600,000",30K+ KM,2018,Palmerah
3829,YAMAHA X RIDE SE,"Rp 11,000,000",30K+ KM,2018,Citerep
3830,HONDA SCOOPY ESP,"Rp 14,500,000",30K+ KM,2015,Citerep
3831,HONDA CBR 150 R,"Rp 20,000,000",30K+ KM,2015,Citerep
3832,HONDA CB150R,"Rp 14,500,000",30K+ KM,2013,Citerep
3833,YAMAHA FINO FI PREMIUM,"Rp 11,500,000",30K+ KM,2018,Citerep
3834,YAMAHA MIO M3 125,"Rp 10,800,000",30K+ KM,2018,Citerep
3835,HONDA SUPRA GTR 150 EXL,"Rp 14,500,000",30K+ KM,2018,Citerep
3836,HONDA BEAT FI POP CBS ISS,"Rp 10,000,000",30K+ KM,2015,Citerep
3837,KAWASAKI KLX 150,"Rp 24,500,000",30K+ KM,2017,Citerep
3838,HONDA BEAT FI CBS ISS,"Rp 12,500,000",30K+ KM,2016,Citerep
3839,YAMAHA MIO M3 125,"Rp 8,100,000",30K+ KM,2015,Citerep
3840,HONDA BEAT FI CBS ISS,"Rp 13,500,000",30K+ KM,2018,Citerep
3841,HONDA SCOOPY ESP,"Rp 16,500,000",30K+ KM,2017,Terondol
3842,HONDA VARIO 125 ESP CBS,"Rp 16,000,000",30K+ KM,2016,Bunijaya
3843,NINJA,"Rp 20,000,000",30K+ KM,2014,Gunung Gangsir
3844,KAWASAKI NINJA RR,"Rp 25,500,000",30K+ KM,2014,Petir
3845,KAWASAKI NEW NINJA 150 RR,"Rp 27,800,000",30K+ KM,2015,Petir
3846,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 14,500,000",30K+ KM,2015,Petir
3847,YAMAHA SOUL GT,"Rp 9,700,000",30K+ KM,2015,Pelindung Hewan
3848,HONDA VARIO 125 CBS ISS,"Rp 14,500,000",30K+ KM,2016,Petir
3849,HONDA SCOOPY ESP,"Rp 15,500,000",30K+ KM,2017,Petir
3850,HONDA SCOOPY ESP,"Rp 14,000,000",30K+ KM,2016,Petir
3851,ALL NEW BYSON F1,"Rp 10,500,000",30K+ KM,2013,Gunung Gangsir
3852,SUZUKI SATRIA FU 150 MFA,"Rp 15,200,000",30K+ KM,2018,Ciluar
3853,HONDA BEAT CW,"Rp 8,000,000",30K+ KM,2013,Mentawa Baru Hulu
3854,YAMAHA MIO SOUL,"Rp 9,500,000",30K+ KM,2012,Mentawa Baru Hulu
3855,YAMAHA ALL NEW VIXION R,"Rp 25,000,000",1 - 5K KM,2019,Sungai Pinyuh
3856,HONDA SCOOPY ESP,"Rp 18,500,000",10 - 20K KM,2018,Sungai Pinyuh
3857,BEAT,"Rp 9,500,000",30K+ KM,2012,Berangas
3858,YAMAHA NMAX ABS,"Rp 22,300,000",30K+ KM,2016,Plaju Ulu
3859,YAMAHA MIO M3 AKS SSS,"Rp 13,000,000",30K+ KM,2019,Sako Baru
3860,HONDA BEAT FI CBS ISS,"Rp 13,200,000",30K+ KM,2017,Sako Baru
3861,YAMAHA LEXI,"Rp 17,500,000",30K+ KM,2018,Maharatu
3862,HONDA REVO FIT,"Rp 11,000,000",30K+ KM,2018,Maharatu
3863,YAMAHA NOUVO,"Rp 8,000,000",30K+ KM,2003,Pelindung Hewan
3864,HONDA VARIO 150 ESP SPORTY,"Rp 17,500,000",30K+ KM,2018,Sungai Langkai
3865,HONDA REVO,"Rp 7,500,000",30K+ KM,2014,Sungai Panas
3866,HONDA VARIO 125 ESP CBS,"Rp 18,500,000",30K+ KM,2018,Pandaan
3867,YAMAHA VIXION,"Rp 16,000,000",30K+ KM,2015,Pandaan
3868,HONDA NEW VARIO TECHNO CBS,"Rp 15,000,000",30K+ KM,2018,Maharatu
3869,HONDA NEW VARIO TECHNO CBS,"Rp 14,600,000",30K+ KM,2018,Maharatu
3870,ALL NEW R15 155 VVA,"Rp 28,500,000",30K+ KM,2018,Babakan Ciparay
3871,HONDA VARIO 150 ESP SPORTY,"Rp 16,000,000",30K+ KM,2016,Pandean Lamper
3872,HONDA VARIO 125 ESP CBS,"Rp 17,500,000",30K+ KM,2018,Babakan Ciparay
3873,YAMAHA R15 GP MOVISTAR,"Rp 26,200,000",30K+ KM,2018,Pegadungan
3874,HONDA NEW VARIO TECHNO CBS,"Rp 15,500,000",30K+ KM,2018,Kampung Tengah
3875,KAWASAKI NINJA 250 ABS SE,"Rp 43,000,000",30K+ KM,2014,Pegadungan
3876,SUZUKI SATRIA FU 150,"Rp 11,500,000",30K+ KM,2015,Kampung Tengah
3877,MIO M3 125,"Rp 9,000,000",30K+ KM,2015,Babakan Ciparay
3878,YAMAHA NEW VIXION KS SE,"Rp 14,500,000",30K+ KM,2014,Bengkong Indah
3879,HONDA PCX,"Rp 20,000,000",30K+ KM,2012,Sukamanah
3880,YAMAHA VIXION,"Rp 13,000,000",30K+ KM,2013,Sukamanah
3881,HONDA BEAT CBS FI,"Rp 14,000,000",5 - 10K KM,2018,Pringsewu Utara
3882,BEAT FI POP CW,"Rp 12,500,000",10 - 30K KM,2018,Pringsewu Utara
3883,HONDA BEAT CW FI,"Rp 12,600,000",30K+ KM,2017,Situ
3884,SUZUKI SATRIA FU 150,"Rp 11,000,000",30K+ KM,2013,Baleendah
3885,HONDA BEAT FI CBS ISS,"Rp 12,800,000",30K+ KM,2018,Ciluar
3886,HONDA CBR 150 R,"Rp 25,500,000",30K+ KM,2018,Ciluar
3887,YAMAHA XABRE,"Rp 18,700,000",30K+ KM,2017,Indra Kasih
3888,YAMAHA GT 125 GARUDA,"Rp 13,200,000",30K+ KM,2015,Indra Kasih
3889,HONDA NEW REVO CW,"Rp 11,200,000",30K+ KM,2017,Indra Kasih
3890,KAWASAKI NINJA,"Rp 31,000,000",30K+ KM,2015,Hampalit
3891,YAMAHA ALL NEW VIXION R,"Rp 19,000,000",30K+ KM,2017,Palangka
3892,HONDA NEW BEAT STREET ESP,"Rp 13,000,000",30K+ KM,2016,Palangka
3893,HONDA SUPRA X 125 S,"Rp 10,000,000",30K+ KM,2013,Palangka
3894,YAMAHA JUPITER Z,"Rp 8,700,000",30K+ KM,2010,Palangka
3895,HONDA NEW BEAT STREET ESP,"Rp 14,000,000",30K+ KM,2017,Palangka
3896,SUZUKI SKYDRIVE,"Rp 8,500,000",30K+ KM,2011,Hampalit
3897,HONDA VARIO 125 ESP CBS,"Rp 18,500,000",5 - 10K KM,2018,Sungai Pinyuh
3898,HONDA SCOOPY ESP,"Rp 15,000,000",30K+ KM,2016,Palangka
3899,YAMAHA MIO M3 125,"Rp 11,500,000",10 - 30K KM,2017,Sungai Pinyuh
3900,YAMAHA MIO S,"Rp 11,500,000",1 - 5K KM,2017,Sungai Pinyuh
3901,HONDA CB VERZA 150,"Rp 16,000,000",30K+ KM,2016,Palangka
3902,YAMAHA FINO FASHION,"Rp 9,500,000",30K+ KM,2013,Palangka
3903,BEAT FISPORTY CW ESP,"Rp 16,300,000",30K+ KM,2019,Kuripan
3904,HONDA SUPRA GTR 150 EXL,"Rp 16,500,000",30K+ KM,2018,Palangka
3905,YAMAHA LEXI S,"Rp 20,300,000",1 - 5K KM,2018,Sinduadi
3906,HONDA VARIO 125 ESP CBS,"Rp 18,000,000",30K+ KM,2018,Kuripan
3907,KAWASAKI NINJA R,"Rp 19,400,000",30K+ KM,2012,Kuripan
3908,HONDA BEAT CBS FI,"Rp 9,000,000",30K+ KM,2013,Palangka
3909,YAMAHA SOUL GT 125 AKS,"Rp 14,000,000",30K+ KM,2017,Palangka
3910,HONDA BEAT CW,"Rp 12,000,000",30K+ KM,2015,Kupang Kota
3911,HONDA BEAT FI POP CW,"Rp 10,500,000",30K+ KM,2015,Jatibaru
3912,CB150R,"Rp 18,000,000",30K+ KM,2016,Babakan Ciparay
3913,KAWASAKI NINJA 250,"Rp 42,400,000",30K+ KM,2014,Kuripan
3914,HONDA SCOOPY,"Rp 14,500,000",10 - 30K KM,2016,Jatibaru
3915,YAMAHA NMAX ABS,"Rp 26,700,000",30K+ KM,2018,Kuripan
3916,SUZUKI SATRIA FU 150,"Rp 11,500,000",30K+ KM,2013,Pasir Jambu
3917,YAMAHA NMAX ABS,"Rp 26,700,000",30K+ KM,2018,Kuripan
3918,YAMAHA NEW VIXION,"Rp 15,500,009",30K+ KM,2013,Jatibaru
3919,HONDA VARIO 125 ESP CBS,"Rp 18,000,000",30K+ KM,2018,Kuripan
3920,HONDA VARIO 125 ESP CBS,"Rp 17,500,000",30K+ KM,2017,Kuripan
3921,HONDA NEW REVO FI CW,"Rp 7,500,000",30K+ KM,2015,Pasir Jambu
3922,HONDA BEAT FISPORTY CW ESP,"Rp 16,300,000",30K+ KM,2019,Kuripan
3923,HONDA BEAT FISPORTY CW ESP,"Rp 15,500,000",30K+ KM,2018,Kuripan
3924,HONDA BEAT FISPORTY CW ESP,"Rp 15,500,000",30K+ KM,2018,Kuripan
3925,YAMAHA NEW V IXION KS,"Rp 19,000,000",30K+ KM,2016,Kuripan
3926,KAWASAKI NINJA R,"Rp 23,200,000",30K+ KM,2014,Kuripan
3927,HONDA NEW BEAT STREET ESP,"Rp 13,000,000",30K+ KM,2018,Pasir Jambu
3928,YAMAHA MIO SOUL GT STREET,"Rp 8,000,000",30K+ KM,2015,Pasir Jambu
3929,YAMAHA R15,"Rp 17,500,000",10 - 30K KM,2015,Bunijaya
3930,YAMAHA FINO FI PREMIUM,"Rp 12,500,000",30K+ KM,2018,Kasemen
3931,HONDA BEAT FI POP CBS ISS,"Rp 12,500,000",30K+ KM,2018,Kasemen
3932,HONDA BEAT,"Rp 14,500,000",1 - 5K KM,2018,Sinduadi
3933,HONDA MEGA PRO CW,"Rp 11,900,000",10 - 30K KM,2013,Bunijaya
3934,HONDA SCOOPY FI CLASSIC,"Rp 15,100,000",30K+ KM,2018,Cicalengka Kulon
3935,YAMAHA MIO M3 125,"Rp 11,000,000",30K+ KM,2018,Drangong
3936,HONDA NEW VARIO TECHNO FI,"Rp 10,500,000",30K+ KM,2012,Cangkuang Kulon(barat)
3937,HONDA SCOOPY ESP,"Rp 17,000,000",30K+ KM,2017,Cipare
3938,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 17,500,000",30K+ KM,2017,Cipare
3939,KAWASAKI KLX 150,"Rp 20,000,000",30K+ KM,2015,Cicalengka Kulon
3940,YAMAHA XABRE,"Rp 17,500,000",10 - 30K KM,2016,Bunijaya
3941,YAMAHA MIO FINO,"Rp 9,500,000",30K+ KM,2015,Tanimulya
3942,SUZUKI SATRIA FU 150,"Rp 12,000,000",30K+ KM,2014,Tanimulya
3943,HONDA BEAT,"Rp 8,100,000",30K+ KM,2012,Tanimulya
3944,HONDA SCOOPY ESP,"Rp 14,500,000",30K+ KM,2016,Sukarendah
3945,HONDA VARIO 125 ESP CBS,"Rp 12,000,000",5 - 10K KM,2014,Bunijaya
3946,KAWASAKI NINJA 150 VR,"Rp 23,500,000",30K+ KM,2015,Bunijaya
3947,YAMAHA MIO Z 125,"Rp 9,800,000",10 - 30K KM,2016,Sari Harjo
3948,HONDA SUPRA X 125 R,"Rp 8,500,000",30K+ KM,2011,Sari Harjo
3949,HONDA BEAT CW,"Rp 9,900,000",30K+ KM,2014,Sukamenak
3950,YAMAHA JUPITER Z,"Rp 5,800,000",30K+ KM,2010,Sari Harjo
3951,YAMAHA N MAX ABS,"Rp 27,450,000",30K+ KM,2018,Sukamenak
3952,YAMAHA MT 25,"Rp 37,500,000",30K+ KM,2016,Sukamenak
3953,HONDA BEAT,"Rp 15,000,000",30K+ KM,2018,Sidomulyo Barat
3954,HONDA NEW PCX 150 ABS,"Rp 29,000,000",30K+ KM,2017,Cicalengka Kulon
3955,HONDA BEAT,"Rp 12,500,000",30K+ KM,2017,Sidomulyo Barat
3956,YAMAHA NEW VIXION,"Rp 17,000,000",30K+ KM,2016,Sukamenak
3957,HONDA BEAT FI CBS ISS,"Rp 12,800,000",30K+ KM,2018,Ciluar
3958,YAMAHA ALL NEW BYSON F1,"Rp 10,000,000",30K+ KM,2012,Pandaan
3959,YAMAHA MIO J,"Rp 8,500,000",30K+ KM,2015,Pandaan
3960,YAMAHA NMAX ABS,"Rp 27,000,000",30K+ KM,2018,Sialang
3961,YAMAHA VIXION,"Rp 10,000,000",30K+ KM,2005,Pandaan
3962,HONDA NEW BEAT STREET ESP,"Rp 13,000,000",30K+ KM,2018,Kendayakan
3963,YAMAHA MIO M3 125,"Rp 8,500,000",30K+ KM,2016,Kendayakan
3964,YAMAHA MIO M3 125,"Rp 8,500,000",30K+ KM,2016,Kendayakan
3965,HONDA CB150R,"Rp 19,000,000",30K+ KM,2016,Belian
3966,HONDA BEAT FI CW + SPORTY,"Rp 9,500,000",30K+ KM,2014,Belian
3967,SUZUKI SATRIA FU 150,"Rp 14,000,000",30K+ KM,2014,Bunijaya
3968,HONDA SONIC 150 R,"Rp 15,100,000",30K+ KM,2016,Sungai Pinyuh
3969,HONDA NEW BEAT FI CW PLUS,"Rp 12,700,000",30K+ KM,2018,Sungai Pinyuh
3970,YAMAHA MIO J,"Rp 5,500,000",30K+ KM,2012,Tangkerang Barat
3971,SUZUKI SKYWAVE CW,"Rp 6,800,000",30K+ KM,2010,Sari Harjo
3972,YAMAHA XEON RC,"Rp 7,000,000",10 - 20K KM,2013,Tangkerang Barat
3973,HONDA BEAT,"Rp 10,300,000",30K+ KM,2013,Sari Harjo
3974,YAMAHA XEON 125 CC,"Rp 9,500,000",30K+ KM,2014,Sari Harjo
3975,SUZUKI SATRIA F 150,"Rp 7,400,000",30K+ KM,2011,Sungai Pinyuh
3976,YAMAHA FINO GRADE 125,"Rp 12,000,000",30K+ KM,2016,Tenjolaya
3977,CBR 150 REPSOL,"Rp 18,500,000",5 - 10K KM,2015,Bunijaya
3978,HONDA VARIO CW,"Rp 13,500,000",10 - 20K KM,2014,Sinduadi
3979,HONDA VARIO CW,"Rp 8,500,000",30K+ KM,2011,Sinduadi
3980,HONDA CB VERZA 150,"Rp 16,400,000",30K+ KM,2018,Tenjolaya
3981,HONDA SCOOPY,"Rp 8,200,000",10 - 30K KM,2010,Sinduadi
3982,HONDA SUPRA X 125 CW,"Rp 12,500,000",30K+ KM,2017,Pandaan
3983,YAMAHA VIXION,"Rp 13,900,000",30K+ KM,2012,Kuripan
3984,HONDA BEAT CW,"Rp 14,300,000",30K+ KM,2017,Kuripan
3985,HONDA BEAT CW FI,"Rp 11,300,000",30K+ KM,2015,Jatisari
3986,HONDA NEW SCOOPY RETRO,"Rp 14,300,000",30K+ KM,2017,Jatisari
3987,HONDA BEAT FI POP CBS ISS,"Rp 10,400,000",30K+ KM,2015,Cangkuang Kulon(barat)
3988,YAMAHA N MAX,"Rp 25,800,000",30K+ KM,2019,Simpang Baru
3989,JUPITER MX,"Rp 9,500,000",30K+ KM,2014,Margahayu Utara
3990,YAMAHA MIO SOUL,"Rp 13,400,000",30K+ KM,2018,Simpang Baru
3991,YAMAHA LEXI,"Rp 17,900,000",30K+ KM,2018,Maleber
3992,HONDA VARIO110 ,"Rp 8,750,000",30K+ KM,2012,Mranggen
3993,HONDA VARIO 125 ESP ,"Rp 12,000,000",30K+ KM,2013,Mranggen
3994,YAMAHA MIO SOUL,"Rp 11,000,000",30K+ KM,2015,Gunung Gangsir
3995,HONDA NEW VARIO CW,"Rp 12,500,000",30K+ KM,2013,Kaliawi
3996,HONDA CB150R,"Rp 19,000,000",30K+ KM,2016,Kaliawi
3997,KAWASAKI NINJA 250,"Rp 26,000,000",30K+ KM,2009,Kaliawi
3998,HONDA BEAT CW,"Rp 13,000,000",10 - 30K KM,2016,Kaliawi
3999,YAMAHA JUPITER Z1,"Rp 6,900,000",30K+ KM,2013,Simpang Baru
4000,HONDA REVO FIT,"Rp 7,600,000",30K+ KM,2014,Simpang Baru
4001,HONDA BEAT,"Rp 10,000,000",30K+ KM,2014,Penaruban
4002,HONDA CBR 150 R,"Rp 25,500,000",30K+ KM,2018,Ciluar
4003,YAMAHA FINO SPORT 125 BLU CR,"Rp 12,200,000",30K+ KM,2018,Ciluar
4004,HONDA VARIO 110 CBS ADVANCE,"Rp 13,200,000",30K+ KM,2018,Ciluar
4005,YAMAHA ALL NEW R15 155 VVA,"Rp 26,400,000",30K+ KM,2018,Ciluar
4006,YAMAHA ALL NEW R15 155 VVA,"Rp 26,400,000",30K+ KM,2018,Ciluar
4007,HONDA NEW BEAT STREET ESP,"Rp 13,600,000",30K+ KM,2018,Ciluar
4008,HONDA BEAT,"Rp 13,000,000",30K+ KM,2018,Tenjolaya
4009,YAMAHA R15,"Rp 21,000,000",30K+ KM,2015,Jatinegara
4010,HONDA BEAT CW FI,"Rp 10,500,000",30K+ KM,2014,Jatinegara
4011,HONDA VARIO 150 ESP SPORTY,"Rp 16,800,000",10 - 20K KM,2016,Sidakarya
4012,KAWASAKI NINJA,"Rp 42,000,000",10 - 20K KM,2016,Sesetan
4013,HONDA VARIO 125 ESP CBS ISS,"Rp 16,850,000",30K+ KM,2018,Ciluar
4014,HONDA VARIO CBS FI ADVT,"Rp 10,800,000",10 - 20K KM,2014,Sesetan
4015,YAMAHA MIO M3 125,"Rp 11,500,000",30K+ KM,2018,Ciluar
4016,HONDA VARIO 125 ESP CBS ISS,"Rp 16,850,000",30K+ KM,2018,Ciluar
4017,HONDA SCOOPY,"Rp 18,500,000",30K+ KM,2019,Sidomulyo Barat
4018,YAMAHA FINO FI PREMIUM,"Rp 11,600,000",30K+ KM,2017,Terondol
4019,YAMAHA R15,"Rp 23,000,000",30K+ KM,2018,Terondol
4020,KAWASAKI NINJA 250 R SE,"Rp 23,700,000",30K+ KM,2015,Tangkerang Barat
4021,HONDA BEAT FISPORTY CW ESP,"Rp 15,500,000",30K+ KM,2018,Kuripan
4022,HONDA BEAT CW,"Rp 14,500,000",30K+ KM,2018,Gunung Gangsir
4023,HONDA BEAT,"Rp 14,500,000",30K+ KM,2019,Cicalengka Kulon
4024,YAMAHA N MAX,"Rp 23,500,000",30K+ KM,2017,Gunung Gangsir
4025,YAMAHA MIO S,"Rp 12,500,000",10 - 20K KM,2018,Sumur Putri
4026,HONDA BEAT CBS FI,"Rp 14,500,000",5 - 10K KM,2018,Sumur Putri
4027,YAMAHA VIXION,"Rp 15,500,000",30K+ KM,2014,Kaliwungu
4028,HONDA NEW VARIO TECHNO,"Rp 15,500,000",10 - 30K KM,2016,Sumur Putri
4029,HONDA BEAT CW,"Rp 10,700,000",30K+ KM,2014,Malakasari
4030,HONDA SCOOPY,"Rp 14,300,000",30K+ KM,2017,Malakasari
4031,HONDA BEAT CW FI,"Rp 10,750,000",30K+ KM,2014,Kaliwungu
4032,HONDA SCOOPY,"Rp 14,300,000",30K+ KM,2017,Malakasari
4033,YAMAHA R15 GP MOVISTAR,"Rp 25,300,000",30K+ KM,2017,Kota Kulon
4034,YAMAHA JUPITER Z1 CW,"Rp 9,100,000",30K+ KM,2015,Kota Kulon
4035,YAMAHA NEW VIXION KS SE,"Rp 18,000,000",30K+ KM,2016,Belian
4036,YAMAHA MIO M3 AKS SSS,"Rp 12,350,000",30K+ KM,2018,Sialang
4037,YAMAHA MIO M3 AKS SSS,"Rp 12,350,000",30K+ KM,2018,Sialang
4038,YAMAHA R15,"Rp 16,000,000",30K+ KM,2014,Kendayakan
4039,YAMAHA MIO Z 125,"Rp 10,500,000",30K+ KM,2017,Sidomulyo Barat
4040,HONDA BEAT CW FI,"Rp 12,600,000",30K+ KM,2017,Situ
4041,YAMAHA MIO S,"Rp 12,000,000",30K+ KM,2018,Sidomulyo Barat
4042,HONDA CB150R STREETFIRE,"Rp 15,500,000",30K+ KM,2016,Kendayakan
4043,HONDA SUPRA GTR 150 EXL,"Rp 16,000,000",30K+ KM,2017,Sidomulyo Barat
4044,HONDA CB150R,"Rp 23,000,000",30K+ KM,2018,Sidomulyo Barat
4045,YAMAHA NEW JUPITER Z CW,"Rp 12,000,000",30K+ KM,2018,Sidomulyo Barat
4046,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Sidomulyo Barat
4047,HONDA ABSOLUTE REVO,"Rp 7,000,000",30K+ KM,2010,Situ
4048,HONDA NEW REVO FI FIT,"Rp 7,500,000",30K+ KM,2012,Situ
4049,HONDA VARIO CBS FI ADVT,"Rp 11,000,000",10 - 20K KM,2014,Sidakarya
4050,YAMAHA JUPITER Z1,"Rp 11,000,000",30K+ KM,2016,Sidomulyo Barat
4051,R15,"Rp 26,550,000",30K+ KM,2018,Pamulang Timur
4052,YAMAHA NEW JUPITER MX AT CW,"Rp 9,500,000",30K+ KM,2015,Kendayakan
4053,HONDA BEAT,"Rp 13,500,000",30K+ KM,2017,Sidomulyo Barat
4054,HONDA BEAT CW PLUS,"Rp 14,800,000",10 - 20K KM,2017,Pal Sembilan
4055,NEW VARIO TECHNO CBS,"Rp 17,000,000",30K+ KM,2018,Manarap Lama
4056,HONDA VARIO 125 ESP CBS,"Rp 14,000,000",30K+ KM,2015,Penaruban
4057,HONDA SUPRA X,"Rp 11,000,000",30K+ KM,2016,Penaruban
4058,YAMAHA NMAX ABS,"Rp 26,000,000",30K+ KM,2019,Pandaan
4059,HONDA SCOOPY,"Rp 10,000,000",30K+ KM,2011,Sidodadi
4060,YAMAHA MIO Z 125,"Rp 9,900,000",30K+ KM,2017,Terondol
4061,YAMAHA MIO M3 125,"Rp 9,000,000",30K+ KM,2016,Terondol
4062,YAMAHA MIO S,"Rp 12,000,000",30K+ KM,2018,Terondol
4063,HONDA NEW REVO FI FIT,"Rp 9,600,000",30K+ KM,2018,Terondol
4064,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 19,000,000",30K+ KM,2018,Terondol
4065,HONDA VARIO 125 CBS ISS,"Rp 18,500,000",30K+ KM,2018,Terondol
4066,N MAX,"Rp 21,900,000",30K+ KM,2016,Bunijaya
4067,YAMAHA MIO M3 125,"Rp 11,000,000",30K+ KM,2018,Terondol
4068,HONDA SCOOPY ESP,"Rp 17,500,000",30K+ KM,2017,Terondol
4069,YAMAHA FINO FI PREMIUM,"Rp 12,000,000",30K+ KM,2018,Terondol
4070,YAMAHA FINO FI PREMIUM,"Rp 11,500,000",30K+ KM,2017,Kranji
4071,HONDA NEW BEAT STREET ESP,"Rp 15,500,000",30K+ KM,2019,Terondol
4072,HONDA BEAT FI CBS ISS,"Rp 11,700,000",30K+ KM,2013,Pal Sembilan
4073,HONDA CB150R,"Rp 15,800,000",30K+ KM,2013,Karangwaru
4074,HONDA VARIO 150 ESP SPORTY,"Rp 20,000,000",5 - 10K KM,2018,Karangwaru
4075,YAMAHA ALL NEW X-RIDE 125,"Rp 13,500,000",30K+ KM,2019,Sukamenak
4076,HONDA NEW VARIO TECHNO,"Rp 15,500,000",5 - 10K KM,2016,Karangwaru
4077,HONDA VARIO 125 ESP CBS ISS,"Rp 16,650,000",30K+ KM,2018,Sukamenak
4078,HONDA VARIO CW,"Rp 13,700,000",10 - 20K KM,2016,Karangwaru
4079,HONDA SCOOPY,"Rp 13,000,000",10 - 20K KM,2015,Sesetan
4080,HONDA VARIO 125 CBS ISS,"Rp 14,800,000",30K+ KM,2016,Petir
4081,HONDA PCX,"Rp 28,000,000",10 - 20K KM,2019,Sanur Kauh
4082,HONDA BEAT,"Rp 13,100,000",10 - 30K KM,2016,Karangwaru
4083,YAMAHA ALL NEW X-RIDE 125,"Rp 11,800,000",10 - 20K KM,2017,Karangwaru
4084,YAMAHA MIO Z 125,"Rp 10,800,000",10 - 20K KM,2017,Karangwaru
4085,YAMAHA MIO FINO,"Rp 13,900,000",10 - 20K KM,2013,Karangwaru
4086,YAMAHA MIO S,"Rp 12,200,000",5 - 10K KM,2013,Karangwaru
4087,YAMAHA VIXION,"Rp 13,500,000",30K+ KM,2012,Plaju Ulu
4088,YAMAHA N MAX,"Rp 23,000,000",30K+ KM,2017,Terondol
4089,HONDA VARIO 150 ESP EXCLUSIVE,"Rp 16,600,000",30K+ KM,2016,Terondol
4090,YAMAHA NEW VIXION,"Rp 14,400,000",30K+ KM,2014,Terondol
4091,VIXION,"Rp 13,500,000",30K+ KM,2013,Margahayu Utara
4092,YAMAHA NEW MIO M3 CW,"Rp 9,100,000",30K+ KM,2015,Kuripan
4093,HONDA BEAT FI CBS ISS,"Rp 11,000,000",30K+ KM,2014,Unyur
4094,HONDA SCOOPY,"Rp 15,500,000",30K+ KM,2015,Tangkerang Barat
4095,YAMAHA JUPITER MX,"Rp 9,500,000",30K+ KM,2013,Sari Harjo
4096,HONDA SUPRA GTR 150 EXL,"Rp 14,500,000",10 - 20K KM,2018,Bunijaya
4097,KAWASAKI NINJA R,"Rp 15,000,000",10 - 30K KM,2008,Sari Harjo
4098,YAMAHA VIXION,"Rp 17,000,000",30K+ KM,2018,Cigoong
4099,YAMAHA MIO Z 125,"Rp 10,500,000",10 - 30K KM,2016,Bunijaya
4100,HONDA VARIO 125 ESP CBS,"Rp 8,500,000",30K+ KM,2010,Sari Harjo
4101,YAMAHA NMAX NON ABS,"Rp 24,000,000",30K+ KM,2018,Sako Baru
4102,HONDA BEAT FI POP CW,"Rp 10,500,000",10 - 20K KM,2016,Sari Harjo
4103,HONDA BEAT CW,"Rp 13,500,000",10 - 20K KM,2018,Bunijaya
4104,HONDA SCOOPY ESP,"Rp 15,500,000",30K+ KM,2017,Cigoong
4105,YAMAHA MIO M3 125,"Rp 9,000,000",30K+ KM,2018,Cigoong
4106,KAWASAKI NINJA RR,"Rp 20,700,000",30K+ KM,2014,Tangkerang Barat
4107,HONDA CBR 150 R,"Rp 22,600,000",30K+ KM,2014,Tangkerang Barat
4108,HONDA BEAT,"Rp 14,500,000",30K+ KM,2018,Tangkerang Barat
4109,HONDA SCOOPY ESP,"Rp 13,600,000",10 - 20K KM,2016,Bunijaya
4110,KAWASAKI NINJA,"Rp 16,300,000",30K+ KM,2012,Tangkerang Barat
4111,HONDA SCOOPY ESP,"Rp 15,000,000",30K+ KM,2017,Selaraja
4112,HONDA BEAT FI POP CBS ISS,"Rp 10,300,000",30K+ KM,2016,Unyur
4113,YAMAHA MIO M3 125,"Rp 11,000,000",30K+ KM,2018,Unyur
4114,HONDA BEAT CW FI,"Rp 10,100,000",30K+ KM,2015,Unyur
4115,HONDA SCOOPY FI CLASSIC,"Rp 18,000,000",30K+ KM,2018,Palangka
4116,HONDA SCOOPY FI CLASSIC,"Rp 10,500,000",30K+ KM,2011,Palangka
4117,HONDA NEW BLADE REPSOL,"Rp 9,200,000",30K+ KM,2014,Regol Wetan
4118,HONDA BEAT CW FI,"Rp 14,500,000",30K+ KM,2019,Regol Wetan
4119,HONDA BEAT FI CBS ISS,"Rp 13,500,000",30K+ KM,2018,Regol Wetan
4120,YAMAHA MIO M3 AKS SSS,"Rp 11,500,000",30K+ KM,2017,Regol Wetan
4121,HONDA PCX,"Rp 28,000,000",10 - 20K KM,2018,Sepang Jaya
